Date,Close
6/8/2023 16:00:00,31.82
6/9/2023 16:00:00,31.34
6/12/2023 16:00:00,33.07
6/13/2023 16:00:00,33.91
6/14/2023 16:00:00,35.58
6/15/2023 16:00:00,35.82
6/16/2023 16:00:00,36.37
6/20/2023 16:00:00,35
6/21/2023 16:00:00,32.9
6/22/2023 16:00:00,32.71
6/23/2023 16:00:00,33
6/26/2023 16:00:00,33.34
6/27/2023 16:00:00,34.1
6/28/2023 16:00:00,33.57
6/29/2023 16:00:00,32.91
6/30/2023 16:00:00,33.44
7/3/2023 13:05:00,33.62
7/5/2023 16:00:00,32.51
7/6/2023 16:00:00,31.97
7/7/2023 16:00:00,31.85
7/10/2023 16:00:00,32.74
7/11/2023 16:00:00,33.3
7/12/2023 16:00:00,33.98
7/13/2023 16:00:00,33.87
7/14/2023 16:00:00,33.15
7/17/2023 16:00:00,34.37
7/18/2023 16:00:00,34.5
7/19/2023 16:00:00,34.46
7/20/2023 16:00:00,33.37
7/21/2023 16:00:00,34.02
7/24/2023 16:00:00,33.63
7/25/2023 16:00:00,34.1
7/26/2023 16:00:00,34.36
7/27/2023 16:00:00,34.55
7/28/2023 16:00:00,36.83
7/31/2023 16:00:00,35.77
8/1/2023 16:00:00,35.8
8/2/2023 16:00:00,34.39
8/3/2023 16:00:00,34.87
8/4/2023 16:00:00,35.14
8/7/2023 16:00:00,35.23
8/8/2023 16:00:00,35.02
8/9/2023 16:00:00,34.28
8/10/2023 16:00:00,34.68
8/11/2023 16:00:00,34.89
8/14/2023 16:00:00,35.68
8/15/2023 16:00:00,34.77
8/16/2023 16:00:00,33.53
8/17/2023 16:00:00,32.58
8/18/2023 16:00:00,32.75
8/21/2023 16:00:00,33.14
8/22/2023 16:00:00,32.89
8/23/2023 16:00:00,33.98
8/24/2023 16:00:00,32.59
8/25/2023 16:00:00,33.25
8/28/2023 16:00:00,33.62
8/29/2023 16:00:00,34.31
8/30/2023 16:00:00,34.53
8/31/2023 16:00:00,35.14
9/1/2023 16:00:00,36.61
9/5/2023 16:00:00,36.71
9/6/2023 16:00:00,36.98
9/7/2023 16:00:00,38.18
9/8/2023 16:00:00,38.01
9/11/2023 16:00:00,38.59
9/12/2023 16:00:00,38.86
9/13/2023 16:00:00,38.71
9/14/2023 16:00:00,38.67
